transaction_id,customer_id,product,category,quantity,price,revenue,date,region
67,90648,Monitor,Electronics,5,334.08,1670.4,2023-08-14,Central
68,37675,Laptop,Electronics,4,168.24,672.96,2023-12-11,North
69,8557,Speaker,Audio,9,462.75,4164.75,2024-07-13,South
70,47486,Headphones,Accessories,2,149.95,299.9,2024-02-05,West
71,79772,Tablet,Electronics,5,266.88,1334.4,2024-03-07,North
72,19757,Laptop,Electronics,7,300.1,2100.7,2024-07-10,Central
73,46831,Laptop,Electronics,1,415.65,415.65,2024-05-14,East
74,13862,Phone,Electronics,3,,0.0,2024-01-12,East
75,68961,Printer,Office,4,191.06,764.24,2024-10-14,West
76,48094,Tablet,Electronics,9,,0.0,2023-12-23,South
77,33689,Monitor,Electronics,9,377.34,3396.06,2024-12-16,South
78,23464,Mouse,Accessories,3,405.72,1217.16,2024-10-20,East
79,56885,Headphones,Accessories,8,342.98,2743.84,2023-05-19,Central
80,67311,Monitor,Electronics,6,179.8,1078.8,2023-05-15,South
81,94090,Monitor,Electronics,5,434.03,2170.15,2023-07-11,North
82,44278,Speaker,Audio,2,499.73,999.46,2023-12-23,North
83,16908,Speaker,Audio,3,186.13,558.39,2024-11-06,South
84,83435,Tablet,Electronics,5,350.81,1754.05,2024-09-26,West
85,63346,Tablet,Electronics,2,347.16,694.32,2024-05-15,North
86,70326,Monitor,Electronics,5,128.74,643.7,2023-01-05,West
87,10625,Tablet,Electronics,2,189.63,379.26,2024-06-23,Central
88,31924,Keyboard,Accessories,1,414.95,414.95,2024-01-02,West
89,77016,Keyboard,Accessories,2,350.52,701.04,2023-03-29,East
90,83393,Monitor,Electronics,7,442.4,3096.8,2024-01-14,West
91,44086,Monitor,Electronics,5,490.91,2454.55,2024-07-28,Central
92,80671,Camera,Electronics,8,214.85,1718.8,2024-12-18,East
93,84327,Phone,Electronics,7,359.4,2515.8,2024-10-21,South
94,39360,Printer,Office,1,451.37,451.37,2023-12-23,West
95,89910,Keyboard,Accessories,3,439.29,1317.87,2023-01-14,Central
96,29544,Printer,Office,4,256.18,1024.72,2023-04-08,East
97,24716,Keyboard,Accessories,9,192.51,1732.59,2024-11-16,South
98,68567,Printer,Office,6,457.31,2743.86,2023-04-26,South
99,64039,Mouse,Accessories,5,466.81,2334.05,2024-01-06,East
100,14835,Printer,Office,9,452.15,4069.35,2023-05-03,
101,83440,Monitor,Electronics,6,308.67,1852.02,2024-08-24,South
102,20790,Camera,Electronics,7,232.01,1624.07,2023-05-04,East
103,80685,Tablet,Electronics,5,372.44,1862.2,2024-08-08,East
104,1728,Printer,Office,4,265.73,1062.92,2023-06-16,West
105,79887,Headphones,Accessories,7,197.19,1380.33,2023-10-07,Central
106,78905,Printer,Office,4,254.03,1016.12,2024-04-07,East
107,78256,Camera,Electronics,9,298.67,2688.03,2024-10-06,Central
108,66820,Phone,Electronics,3,,0.0,2023-10-19,East
109,47685,Mouse,Accessories,8,30.28,242.24,2024-08-24,North
110,70811,Keyboard,Accessories,1,383.34,383.34,2023-02-15,North
111,28435,Headphones,Accessories,5,276.91,1384.55,2023-11-17,South
112,78292,Tablet,Electronics,5,34.58,172.9,2023-01-04,Central
113,56009,Mouse,Accessories,9,260.91,2348.19,2023-02-24,
114,46432,Camera,Electronics,4,186.75,747.0,2023-02-24,East
115,51055,Headphones,Accessories,4,246.9,987.6,2023-03-27,Central
116,57305,Headphones,Accessories,1,253.22,253.22,2023-11-09,South
117,4688,Camera,Electronics,1,497.04,497.04,2023-11-23,Central
118,14839,Printer,Office,6,179.32,1075.92,2024-11-24,East
119,25302,Printer,Office,2,29.34,58.68,2023-06-08,East
120,12338,Keyboard,Accessories,4,301.97,1207.88,2023-06-13,Central
121,44521,Phone,Electronics,9,156.83,1411.47,2023-10-10,Central
122,67171,Phone,Electronics,3,377.92,1133.76,2023-03-01,South
123,65788,Laptop,Electronics,9,423.89,3815.01,2024-03-07,North
124,47638,Headphones,Accessories,4,225.05,900.2,2024-12-14,South
125,85652,Laptop,Electronics,9,372.38,3351.42,2023-10-02,West
126,56958,Monitor,Electronics,4,447.26,1789.04,2024-09-29,South
127,8840,Laptop,Electronics,7,492.19,3445.33,2024-08-16,Central
128,76734,Speaker,Audio,2,333.62,667.24,2023-04-15,Central
129,57885,Monitor,Electronics,7,457.42,3201.94,2024-05-03,
130,63837,Laptop,Electronics,4,105.54,422.16,2023-03-23,East
131,56971,Phone,Electronics,8,144.62,1156.96,2024-04-02,North
132,55804,Phone,Electronics,5,110.93,554.65,2023-01-30,East
133,9966,Mouse,Accessories,5,341.01,1705.05,2023-10-07,North
134,56361,Printer,Office,6,363.71,2182.26,2023-04-21,Central
135,79696,Monitor,Electronics,5,465.69,2328.45,2023-01-25,East
136,31091,Printer,Office,5,346.26,1731.3,2023-05-17,East
137,60680,Laptop,Electronics,9,41.79,376.11,2023-07-05,West
138,4050,Headphones,Accessories,7,,0.0,2023-05-15,South
139,35402,Laptop,Electronics,1,116.17,116.17,2024-12-10,South
140,44235,Monitor,Electronics,9,319.55,2875.95,2024-11-21,South
141,98291,Laptop,Electronics,6,467.11,2802.66,2023-07-06,North
142,22243,Printer,Office,1,345.82,345.82,2023-05-01,Central
143,28378,Keyboard,Accessories,4,221.67,886.68,2024-04-08,West
144,41444,Printer,Office,1,205.51,205.51,2023-12-22,East
145,99273,Keyboard,Accessories,6,25.15,150.9,2023-02-10,South
146,85486,Laptop,Electronics,6,383.49,2300.94,2023-05-17,South
147,4434,Headphones,Accessories,9,25.38,228.42,2023-03-20,East
148,24160,Laptop,Electronics,7,457.18,3200.26,2023-08-03,North
149,82345,Laptop,Electronics,8,242.04,1936.32,2023-07-03,West
150,6771,Speaker,Audio,8,15.23,121.84,2024-05-16,North
151,85711,Speaker,Audio,5,279.17,1395.85,2024-12-12,East
152,28857,Phone,Electronics,4,192.05,768.2,2023-08-24,South
153,91847,Monitor,Electronics,7,289.77,2028.39,2024-07-18,North
154,30065,Tablet,Electronics,1,25.67,25.67,2024-06-17,North
155,43997,Monitor,Electronics,6,328.02,1968.12,2023-11-19,East
156,66529,Mouse,Accessories,2,249.2,498.4,2024-03-19,South
157,13501,Headphones,Accessories,2,343.51,687.02,2024-06-24,East
158,56146,Camera,Electronics,8,63.83,510.64,2023-02-23,Central
159,50996,Laptop,Electronics,5,490.75,2453.75,2024-10-15,East
160,78605,Keyboard,Accessories,5,,0.0,2024-07-11,West
161,99614,Printer,Office,1,341.74,341.74,2023-04-16,Central
162,66767,Keyboard,Accessories,3,47.85,143.55,2024-11-24,East
163,41509,Mouse,Accessories,5,269.04,1345.2,2024-05-01,North
164,41232,Mouse,Accessories,9,32.65,293.85,2024-03-26,West
165,42377,Phone,Electronics,4,256.64,1026.56,2024-05-18,West
166,81588,Printer,Office,6,302.38,1814.28,2024-04-02,Central
167,32800,Tablet,Electronics,7,439.72,3078.04,2023-07-29,North
168,17530,Phone,Electronics,2,329.85,659.7,2023-05-24,South
169,34094,Keyboard,Accessories,3,195.46,586.38,2024-12-27,West
170,3248,Mouse,Accessories,5,414.42,2072.1,2024-07-19,East
171,11508,Headphones,Accessories,4,229.6,918.4,2024-03-25,East
172,9914,Laptop,Electronics,8,262.78,2102.24,2024-05-04,Central
173,77383,Speaker,Audio,4,151.97,607.88,2023-12-14,South
174,72513,Camera,Electronics,5,268.01,1340.05,2024-02-25,Central
175,69980,Monitor,Electronics,2,354.63,709.26,2023-01-05,South
176,46725,Headphones,Accessories,7,201.92,1413.44,2023-04-05,South
177,71988,Camera,Electronics,7,52.73,369.11,2023-01-30,South
178,16965,Headphones,Accessories,5,432.1,2160.5,2024-05-03,East
179,90161,Tablet,Electronics,7,376.64,2636.48,2024-11-05,South
180,50603,Tablet,Electronics,9,114.51,1030.59,2024-03-09,
181,93867,Keyboard,Accessories,4,232.14,928.56,2023-12-21,West
182,16078,Printer,Office,1,363.98,363.98,2023-07-10,West
183,50235,Headphones,Accessories,2,322.99,645.98,2023-08-31,West
184,69935,Phone,Electronics,6,260.59,1563.54,2023-03-14,West
185,50066,Speaker,Audio,8,18.19,145.52,2023-02-23,East
186,45169,Laptop,Electronics,5,472.99,2364.95,2023-03-06,South
187,17455,Keyboard,Accessories,7,352.25,2465.75,2023-02-28,Central
188,38721,Phone,Electronics,1,404.38,404.38,2024-02-11,North
189,24637,Mouse,Accessories,6,494.91,2969.46,2023-12-31,South
190,30849,Headphones,Accessories,6,155.15,930.9,2023-11-05,West
191,68686,Laptop,Electronics,9,23.73,213.57,2024-02-05,North
192,63397,Phone,Electronics,4,41.14,164.56,2023-05-18,North
193,61112,Monitor,Electronics,8,312.22,2497.76,2024-09-18,South
194,36819,Phone,Electronics,3,262.46,787.38,2024-03-27,
195,96009,Keyboard,Accessories,9,143.81,1294.29,2024-05-07,North
196,9677,Camera,Electronics,5,28.77,143.85,2024-12-24,East
197,34916,Tablet,Electronics,7,450.8,3155.6,2024-10-30,Central
198,12682,Speaker,Audio,5,429.87,2149.35,2024-03-02,Central
199,34555,Printer,Office,7,166.93,1168.51,2024-05-09,West
200,96227,Laptop,Electronics,8,303.61,2428.88,2023-09-28,South
201,37260,Monitor,Electronics,7,24.09,168.63,2024-02-08,North
202,90949,Keyboard,Accessories,9,110.19,991.71,2023-01-30,East
203,50011,Keyboard,Accessories,9,410.77,3696.93,2024-05-03,South
204,70271,Monitor,Electronics,8,173.3,1386.4,2024-01-21,West
205,46284,Headphones,Accessories,5,397.2,1986.0,2023-12-06,North
206,27321,Keyboard,Accessories,1,,0.0,2024-06-10,East
207,76658,Mouse,Accessories,4,57.02,228.08,2024-11-11,South
208,96948,Camera,Electronics,6,,0.0,2023-06-17,North
209,27088,Phone,Electronics,9,164.71,1482.39,2024-03-28,East
210,78096,Phone,Electronics,3,165.53,496.59,2024-10-25,West
211,26852,Keyboard,Accessories,9,311.35,2802.15,2024-12-03,North
212,71972,Monitor,Electronics,6,164.47,986.82,2024-04-07,Central
213,79111,Camera,Electronics,8,204.14,1633.12,2023-08-16,West
214,45486,Keyboard,Accessories,7,418.23,2927.61,2024-01-26,West
215,73955,Tablet,Electronics,6,385.05,2310.3,2023-09-22,West
216,27951,Camera,Electronics,8,318.76,2550.08,2023-07-03,North
217,8846,Camera,Electronics,6,197.42,1184.52,2024-09-07,South
218,10542,Laptop,Electronics,8,32.67,261.36,2024-07-29,
219,45255,Camera,Electronics,5,60.6,303.0,2024-02-10,East
220,90357,Headphones,Accessories,1,429.59,429.59,2023-06-29,North
221,13630,Tablet,Electronics,2,191.57,383.14,2023-03-15,Central
222,46121,Phone,Electronics,5,446.3,2231.5,2024-02-16,North
223,70699,Laptop,Electronics,1,333.21,333.21,2024-04-24,East
224,21033,Laptop,Electronics,5,132.79,663.95,2024-09-06,Central
225,72440,Printer,Office,1,483.96,483.96,2024-02-18,
226,31289,Speaker,Audio,5,368.71,1843.55,2023-08-23,North
227,81057,Speaker,Audio,2,452.84,905.68,2023-02-08,Central
228,58342,Keyboard,Accessories,7,459.63,3217.41,2024-11-30,East
229,55143,Tablet,Electronics,5,283.44,1417.2,2023-04-22,North
230,18500,Camera,Electronics,9,422.82,3805.38,2024-04-19,South
231,46857,Speaker,Audio,9,193.97,1745.73,2024-09-15,West
232,85804,Monitor,Electronics,4,414.76,1659.04,2023-12-03,West
233,2932,Tablet,Electronics,4,415.61,1662.44,2024-04-25,
234,76093,Camera,Electronics,5,185.02,925.1,2023-05-01,West
235,49783,Headphones,Accessories,6,483.56,2901.36,2023-03-04,Central
236,72226,Keyboard,Accessories,6,232.88,1397.28,2024-03-02,North
237,66666,Camera,Electronics,5,230.07,1150.35,2024-03-06,East
238,43777,Phone,Electronics,5,318.81,1594.05,2023-03-26,North
239,31558,Headphones,Accessories,1,483.13,483.13,2024-07-29,South
240,63103,Tablet,Electronics,1,440.3,440.3,2024-02-16,Central
241,14882,Printer,Office,4,436.54,1746.16,2023-11-02,North
242,58825,Phone,Electronics,9,386.03,3474.27,2023-07-27,North
243,10374,Phone,Electronics,4,310.98,1243.92,2023-01-13,South
244,65334,Headphones,Accessories,9,261.87,2356.83,2024-02-28,West
245,63245,Headphones,Accessories,3,374.79,1124.37,2024-03-30,East
246,9359,Printer,Office,1,114.27,114.27,2023-04-09,West
247,75991,Speaker,Audio,3,57.27,171.81,2023-11-29,East
248,42164,Keyboard,Accessories,4,42.56,170.24,2024-08-06,South
249,78901,Tablet,Electronics,2,79.28,158.56,2024-12-25,East
250,5119,Mouse,Accessories,4,393.76,1575.04,2024-12-06,North
251,18766,Printer,Office,6,93.66,561.96,2023-09-16,North
252,49905,Laptop,Electronics,2,44.86,89.72,2023-08-18,East
253,19634,Speaker,Audio,8,399.36,3194.88,2024-07-31,South
254,33656,Keyboard,Accessories,2,,0.0,2024-03-19,South
255,66399,Printer,Office,8,198.17,1585.36,2024-03-30,North
256,15307,Laptop,Electronics,2,291.41,582.82,2023-07-25,West
257,68092,Speaker,Audio,3,373.3,1119.9,2023-12-01,North
258,11236,Speaker,Audio,4,271.87,1087.48,2023-05-30,East
259,18343,Speaker,Audio,3,10.37,31.11,2024-05-30,East
260,59176,Keyboard,Accessories,6,108.33,649.98,2024-11-24,East
261,79554,Phone,Electronics,3,350.44,1051.32,2023-04-02,East
262,17888,Monitor,Electronics,2,184.02,368.04,2024-08-26,North
263,30699,Mouse,Accessories,2,113.84,227.68,2023-03-26,North
264,92586,Monitor,Electronics,9,487.62,4388.58,2024-03-07,South
265,98978,Monitor,Electronics,6,79.4,476.4,2024-07-08,West
266,58525,Headphones,Accessories,9,,0.0,2023-03-23,East
267,45256,Mouse,Accessories,2,207.49,414.98,2024-03-12,Central
268,35340,Keyboard,Accessories,7,25.25,176.75,2024-11-18,North
269,61632,Printer,Office,4,195.9,783.6,2023-10-27,West
270,59500,Laptop,Electronics,8,459.88,3679.04,2023-06-07,Central
271,30180,Tablet,Electronics,5,434.05,2170.25,2024-05-13,North
272,3257,Camera,Electronics,2,66.86,133.72,2024-02-22,West
273,15998,Printer,Office,7,407.59,2853.13,2023-03-24,West
274,95897,Mouse,Accessories,6,114.66,687.96,2023-04-05,West
275,42397,Monitor,Electronics,9,168.69,1518.21,2023-02-19,Central
276,48748,Monitor,Electronics,8,334.28,2674.24,2024-01-05,Central
277,47243,Mouse,Accessories,8,448.09,3584.72,2024-09-30,South
278,78490,Printer,Office,4,434.87,1739.48,2023-08-20,North
279,7430,Monitor,Electronics,4,241.19,964.76,2024-02-06,Central
280,9190,Camera,Electronics,6,492.57,2955.42,2023-11-13,West
281,28308,Headphones,Accessories,8,257.01,2056.08,2023-09-09,South
282,49179,Headphones,Accessories,3,217.39,652.17,2023-12-25,West
283,67441,Mouse,Accessories,3,381.74,1145.22,2023-04-21,North
284,49579,Printer,Office,9,380.62,3425.58,2023-02-13,West
285,44675,Keyboard,Accessories,7,459.75,3218.25,2024-09-03,Central
286,93844,Speaker,Audio,5,477.89,2389.45,2024-05-23,West
287,16940,Camera,Electronics,2,415.95,831.9,2024-04-13,South
288,57601,Tablet,Electronics,3,169.08,507.24,2023-09-30,North
289,54682,Printer,Office,4,159.29,637.16,2023-05-07,Central
290,47875,Camera,Electronics,8,331.98,2655.84,2023-12-27,East
291,80952,Camera,Electronics,6,445.56,2673.36,2024-01-23,West
292,27430,Keyboard,Accessories,4,342.87,1371.48,2024-05-06,Central
293,95423,Printer,Office,8,53.27,426.16,2024-04-09,South
294,33825,Printer,Office,6,310.83,1864.98,2023-10-25,West
295,54955,Speaker,Audio,9,198.63,1787.67,2024-01-20,West
296,52546,Tablet,Electronics,5,433.94,2169.7,2024-05-17,West
297,85128,Phone,Electronics,9,468.61,4217.49,2023-09-13,South
298,44452,Printer,Office,7,278.31,1948.17,2024-11-20,Central
299,29171,Mouse,Accessories,8,74.02,592.16,2023-11-07,North
300,3139,Speaker,Audio,5,492.4,2462.0,2024-06-22,Central
301,37004,Laptop,Electronics,2,419.64,839.28,2024-01-31,West
302,82802,Laptop,Electronics,5,155.41,777.05,2024-05-07,Central
303,1981,Monitor,Electronics,8,430.55,3444.4,2024-11-29,South
304,89719,Mouse,Accessories,8,486.45,3891.6,2023-01-01,West
305,54739,Camera,Electronics,6,378.35,2270.1,2023-06-30,Central
306,14884,Mouse,Accessories,1,210.02,210.02,2024-04-21,West
307,30915,Printer,Office,4,,0.0,2024-05-28,West
308,55849,Headphones,Accessories,2,25.71,51.42,2024-03-08,North
309,32253,Keyboard,Accessories,3,209.21,627.63,2023-07-12,East
310,11748,Phone,Electronics,9,480.83,4327.47,2024-11-12,North
311,66932,Mouse,Accessories,7,477.1,3339.7,2024-02-16,West
312,67551,Phone,Electronics,1,,0.0,2024-12-14,East
313,12768,Phone,Electronics,4,312.42,1249.68,2023-11-04,East
314,28842,Phone,Electronics,6,375.26,2251.56,2024-08-10,Central
315,25143,Speaker,Audio,8,351.09,2808.72,2023-02-15,North
316,66282,Phone,Electronics,4,393.19,1572.76,2023-07-22,North
317,73299,Tablet,Electronics,9,479.43,4314.87,2023-03-09,North
318,72972,Speaker,Audio,9,381.0,3429.0,2023-04-12,West
319,93937,Phone,Electronics,9,247.4,2226.6,2024-06-09,Central
320,77096,Keyboard,Accessories,4,234.57,938.28,2023-07-08,South
321,32747,Phone,Electronics,5,428.28,2141.4,2024-05-11,South
322,11666,Monitor,Electronics,4,67.5,270.0,2024-02-10,South
323,61849,Speaker,Audio,8,402.59,3220.72,2023-09-30,Central
324,91685,Headphones,Accessories,1,190.72,190.72,2023-09-02,North
325,97540,Monitor,Electronics,6,376.22,2257.32,2023-08-14,Central
326,23791,Camera,Electronics,1,277.28,277.28,2024-02-28,West
327,24409,Keyboard,Accessories,2,181.3,362.6,2024-12-21,South
328,4703,Speaker,Audio,1,,0.0,2023-12-01,South
329,14984,Headphones,Accessories,1,16.85,16.85,2023-09-26,West
330,55930,Tablet,Electronics,9,112.49,1012.41,2024-07-11,North
331,55133,Laptop,Electronics,1,240.28,240.28,2024-09-10,South
332,37721,Headphones,Accessories,9,298.69,2688.21,2024-07-08,North
333,31685,Laptop,Electronics,1,345.31,345.31,2023-06-28,Central
334,83149,Keyboard,Accessories,6,174.78,1048.68,2024-07-11,North
335,46543,Laptop,Electronics,8,251.01,2008.08,2023-07-04,South
336,81016,Phone,Electronics,8,181.23,1449.84,2024-01-16,West
337,96357,Keyboard,Accessories,2,46.4,92.8,2024-03-06,Central
338,32396,Mouse,Accessories,6,384.17,2305.02,2023-05-29,East
339,21071,Phone,Electronics,8,182.92,1463.36,2023-04-12,South
340,95337,Printer,Office,7,269.4,1885.8,2023-10-01,South
341,63848,Monitor,Electronics,3,69.42,208.26,2023-06-11,North
342,29800,Phone,Electronics,5,223.54,1117.7,2023-11-22,West
343,62564,Monitor,Electronics,9,406.75,3660.75,2024-12-17,East
344,51990,Speaker,Audio,1,242.18,242.18,2024-09-23,North
345,90647,Keyboard,Accessories,4,428.76,1715.04,2024-12-08,East
346,26340,Camera,Electronics,3,,0.0,2024-09-07,West
347,99146,Camera,Electronics,2,88.76,177.52,2023-03-31,North
348,93668,Tablet,Electronics,4,417.87,1671.48,2023-09-17,West
349,18889,Laptop,Electronics,3,87.24,261.72,2023-02-16,Central
350,17296,Mouse,Accessories,6,359.86,2159.16,2023-02-10,Central
351,53782,Monitor,Electronics,2,189.17,378.34,2024-10-15,West
352,5446,Headphones,Accessories,4,251.22,1004.88,2023-04-29,Central
353,30580,Phone,Electronics,2,183.5,367.0,2023-11-26,North
354,44074,Phone,Electronics,5,360.79,1803.95,2023-04-29,South
355,96967,Speaker,Audio,8,63.36,506.88,2024-12-19,West
356,99245,Phone,Electronics,7,328.64,2300.48,2024-03-21,North
357,16002,Speaker,Audio,2,,0.0,2024-05-06,South
358,89276,Tablet,Electronics,5,283.82,1419.1,2023-08-23,West
359,10001,Phone,Electronics,5,403.56,2017.8,2024-02-04,Central
360,75112,Keyboard,Accessories,4,33.78,135.12,2024-04-09,North
361,84718,Phone,Electronics,8,286.93,2295.44,2023-01-12,West
362,89188,Tablet,Electronics,6,382.73,2296.38,2024-11-15,North
363,23118,Phone,Electronics,6,231.47,1388.82,2023-10-15,South
364,89451,Laptop,Electronics,4,169.03,676.12,2023-08-18,South
365,12482,Laptop,Electronics,7,435.73,3050.11,2024-03-06,East
366,52366,Speaker,Audio,8,54.98,439.84,2023-01-17,West
367,47484,Phone,Electronics,1,31.04,31.04,2024-06-11,South
368,32276,Tablet,Electronics,7,318.02,2226.14,2024-12-06,Central
369,3189,Phone,Electronics,8,,0.0,2024-10-03,North
370,77429,Laptop,Electronics,4,450.53,1802.12,2024-03-20,West
371,34222,Phone,Electronics,6,296.11,1776.66,2024-03-19,Central
372,66504,Phone,Electronics,9,291.31,2621.79,2023-09-26,West
373,41611,Phone,Electronics,1,403.82,403.82,2023-08-24,North
374,37992,Monitor,Electronics,6,471.41,2828.46,2023-11-20,North
375,88743,Headphones,Accessories,8,429.6,3436.8,2023-04-17,West
376,10352,Phone,Electronics,3,36.52,109.56,2024-06-19,East
377,73925,Tablet,Electronics,6,369.85,2219.1,2024-06-30,West
378,74932,Monitor,Electronics,6,,0.0,2023-08-26,North
379,38619,Monitor,Electronics,1,167.39,167.39,2024-09-26,South
380,26983,Phone,Electronics,1,107.47,107.47,2023-06-26,South
381,1525,Camera,Electronics,8,483.79,3870.32,2023-04-30,South
382,93744,Headphones,Accessories,5,,0.0,2024-11-15,North
383,94825,Headphones,Accessories,9,164.39,1479.51,2023-03-19,West
384,24856,Keyboard,Accessories,8,394.85,3158.8,2024-12-02,West
385,4159,Tablet,Electronics,6,71.42,428.52,2024-07-22,Central
386,13153,Mouse,Accessories,4,422.55,1690.2,2023-02-20,East
387,7696,Speaker,Audio,8,131.43,1051.44,2023-02-14,Central
388,83280,Camera,Electronics,2,70.42,140.84,2023-06-03,South
389,89299,Headphones,Accessories,8,142.35,1138.8,2024-08-23,East
390,16175,Laptop,Electronics,5,222.83,1114.15,2024-04-14,South
391,74927,Phone,Electronics,9,200.79,1807.11,2024-06-08,North
392,18747,Tablet,Electronics,6,371.38,2228.28,2024-12-16,South
393,37353,Mouse,Accessories,3,179.19,537.57,2023-10-30,East
394,60338,Monitor,Electronics,6,249.56,1497.36,2023-11-15,East
395,72272,Tablet,Electronics,5,461.1,2305.5,2023-06-30,North
396,87581,Phone,Electronics,4,128.59,514.36,2023-06-29,South
397,5433,Keyboard,Accessories,4,458.24,1832.96,2024-03-04,North
398,20447,Speaker,Audio,6,483.24,2899.44,2024-05-30,East
399,28770,Printer,Office,7,395.96,2771.72,2023-04-20,Central
400,31722,Tablet,Electronics,2,388.81,777.62,2024-07-20,North
401,99804,Keyboard,Accessories,6,40.22,241.32,2023-03-13,South
402,77963,Keyboard,Accessories,3,253.91,761.73,2024-04-11,North
403,32721,Camera,Electronics,5,174.49,872.45,2023-10-16,Central
404,97210,Headphones,Accessories,2,207.37,414.74,2024-09-14,Central
405,50431,Headphones,Accessories,9,76.27,686.43,2023-01-08,Central
406,50573,Monitor,Electronics,8,59.56,476.48,2024-09-01,South
407,43936,Phone,Electronics,9,111.19,1000.71,2024-06-05,East
408,15245,Camera,Electronics,4,434.99,1739.96,2024-04-04,East
409,93502,Headphones,Accessories,2,236.71,473.42,2023-10-17,East
